restaurant_id,restaurant_name,city,opening_hours
97,Restaurant_97,Pune,9:00-22:00
98,Restaurant_98,Pune,9:00-21:00
99,Restaurant_99,Hyderabad,11:00-23:00
100,Restaurant_100,Kolkata,10:00-23:00
101,Restaurant_101,Kolkata,11:00-21:00
102,Restaurant_102,Mumbai,11:00-21:00
103,Restaurant_103,Ahmedabad,9:00-22:00
104,Restaurant_104,Hyderabad,11:00-22:00
105,Restaurant_105,Lucknow,9:00-21:00
106,Restaurant_106,Hyderabad,10:00-23:00
107,Restaurant_107,Chennai,10:00-22:00
108,Restaurant_108,Lucknow,9:00-22:00
109,Restaurant_109,Mumbai,11:00-21:00
110,Restaurant_110,Pune,9:00-21:00
111,Restaurant_111,Kolkata,11:00-21:00
112,Restaurant_112,Ahmedabad,10:00-21:00
113,Restaurant_113,Kolkata,10:00-21:00
114,Restaurant_114,Jaipur,9:00-21:00
115,Restaurant_115,Chennai,9:00-22:00
116,Restaurant_116,Jaipur,9:00-21:00
117,Restaurant_117,Jaipur,11:00-22:00
118,Restaurant_118,Delhi,11:00-21:00
119,Restaurant_119,Lucknow,9:00-22:00
120,Restaurant_120,Jaipur,11:00-21:00
121,Restaurant_121,Lucknow,9:00-23:00
122,Restaurant_122,Kolkata,9:00-23:00
123,Restaurant_123,Jaipur,10:00-23:00
124,Restaurant_124,Pune,10:00-21:00
125,Restaurant_125,Delhi,11:00-21:00
126,Restaurant_126,Ahmedabad,11:00-22:00
127,Restaurant_127,Lucknow,10:00-21:00
128,Restaurant_128,Bangalore,9:00-21:00
129,Restaurant_129,Chennai,9:00-22:00
130,Restaurant_130,Mumbai,9:00-23:00
131,Restaurant_131,Lucknow,10:00-22:00
132,Restaurant_132,Jaipur,10:00-21:00
133,Restaurant_133,Lucknow,10:00-22:00
134,Restaurant_134,Lucknow,11:00-23:00
135,Restaurant_135,Ahmedabad,11:00-21:00
136,Restaurant_136,Lucknow,9:00-22:00
137,Restaurant_137,Pune,11:00-21:00
138,Restaurant_138,Jaipur,11:00-23:00
139,Restaurant_139,Mumbai,9:00-22:00
140,Restaurant_140,Delhi,9:00-21:00
141,Restaurant_141,Delhi,9:00-23:00
142,Restaurant_142,Ahmedabad,11:00-23:00
143,Restaurant_143,Delhi,9:00-23:00
144,Restaurant_144,Ahmedabad,11:00-21:00
145,Restaurant_145,Hyderabad,9:00-23:00
146,Restaurant_146,Lucknow,9:00-23:00
147,Restaurant_147,Lucknow,11:00-23:00
148,Restaurant_148,Pune,11:00-22:00
149,Restaurant_149,Hyderabad,11:00-23:00
150,Restaurant_150,Chennai,11:00-21:00
151,Restaurant_151,Bangalore,9:00-21:00
152,Restaurant_152,Hyderabad,11:00-22:00
153,Restaurant_153,Delhi,9:00-23:00
154,Restaurant_154,Chennai,11:00-21:00
155,Restaurant_155,Mumbai,10:00-23:00
156,Restaurant_156,Hyderabad,10:00-21:00
157,Restaurant_157,Hyderabad,11:00-23:00
158,Restaurant_158,Pune,11:00-23:00
159,Restaurant_159,Pune,11:00-22:00
160,Restaurant_160,Mumbai,11:00-21:00
161,Restaurant_161,Delhi,9:00-21:00
162,Restaurant_162,Bangalore,10:00-21:00
163,Restaurant_163,Bangalore,11:00-21:00
164,Restaurant_164,Jaipur,10:00-21:00
165,Restaurant_165,Hyderabad,11:00-22:00
166,Restaurant_166,Chennai,9:00-23:00
167,Restaurant_167,Pune,10:00-22:00
168,Restaurant_168,Ahmedabad,9:00-21:00
169,Restaurant_169,Hyderabad,9:00-22:00
170,Restaurant_170,Lucknow,11:00-21:00
171,Restaurant_171,Hyderabad,11:00-21:00
172,Restaurant_172,Ahmedabad,10:00-21:00
173,Restaurant_173,Delhi,9:00-21:00
174,Restaurant_174,Kolkata,10:00-21:00
175,Restaurant_175,Mumbai,9:00-23:00
176,Restaurant_176,Chennai,11:00-23:00
177,Restaurant_177,Jaipur,10:00-21:00
178,Restaurant_178,Jaipur,9:00-23:00
179,Restaurant_179,Chennai,11:00-23:00
180,Restaurant_180,Chennai,9:00-22:00
181,Restaurant_181,Mumbai,9:00-22:00
182,Restaurant_182,Ahmedabad,10:00-21:00
183,Restaurant_183,Pune,11:00-22:00
184,Restaurant_184,Ahmedabad,9:00-22:00
185,Restaurant_185,Mumbai,10:00-22:00
186,Restaurant_186,Lucknow,9:00-23:00
187,Restaurant_187,Bangalore,10:00-23:00
188,Restaurant_188,Chennai,10:00-23:00
189,Restaurant_189,Bangalore,11:00-21:00
190,Restaurant_190,Chennai,9:00-22:00
191,Restaurant_191,Hyderabad,10:00-21:00
192,Restaurant_192,Kolkata,9:00-21:00
193,Restaurant_193,Chennai,10:00-23:00
194,Restaurant_194,Mumbai,9:00-23:00
195,Restaurant_195,Pune,9:00-22:00
196,Restaurant_196,Delhi,11:00-23:00
197,Restaurant_197,Chennai,11:00-23:00
198,Restaurant_198,Jaipur,11:00-22:00
199,Restaurant_199,Jaipur,9:00-21:00
200,Restaurant_200,Kolkata,9:00-22:00
201,Restaurant_201,Ahmedabad,9:00-22:00
202,Restaurant_202,Jaipur,11:00-21:00
203,Restaurant_203,Ahmedabad,10:00-23:00
204,Restaurant_204,Chennai,11:00-21:00
205,Restaurant_205,Mumbai,9:00-21:00
206,Restaurant_206,Mumbai,9:00-23:00
207,Restaurant_207,Delhi,11:00-21:00
208,Restaurant_208,Kolkata,10:00-23:00
209,Restaurant_209,Hyderabad,10:00-22:00
210,Restaurant_210,Chennai,10:00-21:00
211,Restaurant_211,Ahmedabad,10:00-21:00
212,Restaurant_212,Hyderabad,11:00-23:00
213,Restaurant_213,Pune,10:00-22:00
214,Restaurant_214,Jaipur,11:00-21:00
215,Restaurant_215,Delhi,11:00-22:00
216,Restaurant_216,Kolkata,11:00-22:00
217,Restaurant_217,Chennai,9:00-23:00
218,Restaurant_218,Hyderabad,11:00-23:00
219,Restaurant_219,Ahmedabad,10:00-23:00
220,Restaurant_220,Bangalore,9:00-21:00
221,Restaurant_221,Hyderabad,11:00-21:00
222,Restaurant_222,Delhi,10:00-23:00
223,Restaurant_223,Mumbai,11:00-23:00
224,Restaurant_224,Chennai,10:00-21:00
225,Restaurant_225,Bangalore,9:00-21:00
226,Restaurant_226,Lucknow,11:00-21:00
227,Restaurant_227,Bangalore,10:00-21:00
228,Restaurant_228,Ahmedabad,11:00-21:00
229,Restaurant_229,Hyderabad,9:00-23:00
230,Restaurant_230,Chennai,11:00-21:00
231,Restaurant_231,Chennai,9:00-21:00
232,Restaurant_232,Ahmedabad,9:00-21:00
233,Restaurant_233,Kolkata,9:00-22:00
234,Restaurant_234,Kolkata,9:00-21:00
235,Restaurant_235,Chennai,11:00-22:00
236,Restaurant_236,Pune,10:00-23:00
237,Restaurant_237,Ahmedabad,11:00-21:00
238,Restaurant_238,Delhi,10:00-23:00
239,Restaurant_239,Ahmedabad,9:00-23:00
240,Restaurant_240,Kolkata,10:00-23:00
241,Restaurant_241,Chennai,9:00-21:00
242,Restaurant_242,Hyderabad,11:00-23:00
243,Restaurant_243,Delhi,10:00-23:00
244,Restaurant_244,Delhi,9:00-22:00
245,Restaurant_245,Bangalore,10:00-22:00
246,Restaurant_246,Ahmedabad,9:00-21:00
247,Restaurant_247,Chennai,9:00-23:00
248,Restaurant_248,Delhi,9:00-21:00
249,Restaurant_249,Delhi,9:00-22:00
250,Restaurant_250,Jaipur,10:00-22:00
251,Restaurant_251,Bangalore,9:00-22:00
252,Restaurant_252,Delhi,10:00-23:00
253,Restaurant_253,Hyderabad,10:00-22:00
254,Restaurant_254,Pune,10:00-22:00
255,Restaurant_255,Jaipur,11:00-21:00
256,Restaurant_256,Kolkata,9:00-23:00
257,Restaurant_257,Bangalore,10:00-22:00
258,Restaurant_258,Lucknow,10:00-21:00
259,Restaurant_259,Delhi,11:00-21:00
260,Restaurant_260,Bangalore,9:00-23:00
261,Restaurant_261,Kolkata,11:00-21:00
262,Restaurant_262,Chennai,11:00-22:00
263,Restaurant_263,Delhi,10:00-23:00
264,Restaurant_264,Jaipur,11:00-21:00
265,Restaurant_265,Hyderabad,11:00-23:00
266,Restaurant_266,Kolkata,10:00-22:00
267,Restaurant_267,Lucknow,10:00-23:00
268,Restaurant_268,Ahmedabad,10:00-22:00
269,Restaurant_269,Mumbai,10:00-22:00
270,Restaurant_270,Hyderabad,10:00-22:00
271,Restaurant_271,Ahmedabad,11:00-22:00
272,Restaurant_272,Delhi,11:00-23:00
273,Restaurant_273,Chennai,11:00-21:00
274,Restaurant_274,Pune,9:00-23:00
275,Restaurant_275,Delhi,11:00-22:00
276,Restaurant_276,Hyderabad,9:00-21:00
277,Restaurant_277,Ahmedabad,9:00-21:00
278,Restaurant_278,Chennai,11:00-22:00
279,Restaurant_279,Delhi,10:00-21:00
280,Restaurant_280,Chennai,10:00-21:00
281,Restaurant_281,Lucknow,11:00-21:00
282,Restaurant_282,Hyderabad,9:00-21:00
283,Restaurant_283,Mumbai,11:00-22:00
284,Restaurant_284,Mumbai,10:00-22:00
285,Restaurant_285,Bangalore,9:00-23:00
286,Restaurant_286,Bangalore,9:00-22:00
287,Restaurant_287,Bangalore,11:00-22:00
288,Restaurant_288,Mumbai,11:00-23:00
289,Restaurant_289,Pune,9:00-22:00
290,Restaurant_290,Bangalore,10:00-21:00
291,Restaurant_291,Mumbai,10:00-22:00
292,Restaurant_292,Bangalore,11:00-22:00
293,Restaurant_293,Mumbai,9:00-23:00
294,Restaurant_294,Pune,10:00-23:00
295,Restaurant_295,Pune,11:00-23:00
296,Restaurant_296,Pune,9:00-21:00
297,Restaurant_297,Kolkata,9:00-23:00
298,Restaurant_298,Lucknow,10:00-21:00
299,Restaurant_299,Ahmedabad,9:00-21:00
300,Restaurant_300,Chennai,11:00-23:00
301,Restaurant_301,Ahmedabad,9:00-23:00
302,Restaurant_302,Jaipur,11:00-21:00
303,Restaurant_303,Ahmedabad,9:00-21:00
304,Restaurant_304,Bangalore,10:00-21:00
305,Restaurant_305,Jaipur,10:00-21:00
306,Restaurant_306,Chennai,10:00-21:00
307,Restaurant_307,Jaipur,10:00-23:00
308,Restaurant_308,Kolkata,11:00-22:00
309,Restaurant_309,Ahmedabad,10:00-21:00
310,Restaurant_310,Bangalore,9:00-21:00
311,Restaurant_311,Ahmedabad,9:00-23:00
312,Restaurant_312,Jaipur,9:00-23:00
313,Restaurant_313,Mumbai,9:00-21:00
314,Restaurant_314,Chennai,11:00-21:00
315,Restaurant_315,Pune,11:00-22:00
316,Restaurant_316,Bangalore,11:00-21:00
317,Restaurant_317,Mumbai,9:00-23:00
318,Restaurant_318,Hyderabad,11:00-22:00
319,Restaurant_319,Mumbai,9:00-22:00
320,Restaurant_320,Pune,9:00-21:00
321,Restaurant_321,Delhi,10:00-22:00
322,Restaurant_322,Chennai,11:00-21:00
323,Restaurant_323,Lucknow,11:00-21:00
324,Restaurant_324,Chennai,10:00-22:00
325,Restaurant_325,Mumbai,10:00-21:00
326,Restaurant_326,Chennai,10:00-22:00
327,Restaurant_327,Bangalore,9:00-23:00
328,Restaurant_328,Bangalore,10:00-21:00
329,Restaurant_329,Kolkata,10:00-23:00
330,Restaurant_330,Jaipur,10:00-22:00
331,Restaurant_331,Bangalore,10:00-23:00
332,Restaurant_332,Jaipur,11:00-23:00
333,Restaurant_333,Bangalore,9:00-21:00
334,Restaurant_334,Delhi,11:00-22:00
335,Restaurant_335,Pune,10:00-22:00
336,Restaurant_336,Bangalore,10:00-21:00
337,Restaurant_337,Chennai,9:00-23:00
338,Restaurant_338,Lucknow,9:00-21:00
339,Restaurant_339,Delhi,11:00-21:00
340,Restaurant_340,Delhi,9:00-21:00
341,Restaurant_341,Chennai,9:00-23:00
342,Restaurant_342,Mumbai,9:00-22:00
343,Restaurant_343,Lucknow,10:00-23:00
344,Restaurant_344,Ahmedabad,9:00-22:00
345,Restaurant_345,Lucknow,11:00-22:00
346,Restaurant_346,Pune,11:00-22:00
347,Restaurant_347,Kolkata,10:00-23:00
348,Restaurant_348,Lucknow,11:00-22:00
349,Restaurant_349,Hyderabad,11:00-23:00
350,Restaurant_350,Mumbai,11:00-23:00
351,Restaurant_351,Hyderabad,10:00-21:00
352,Restaurant_352,Pune,11:00-21:00
353,Restaurant_353,Chennai,11:00-22:00
354,Restaurant_354,Delhi,9:00-22:00
355,Restaurant_355,Mumbai,10:00-23:00
356,Restaurant_356,Bangalore,10:00-21:00
357,Restaurant_357,Bangalore,11:00-23:00
358,Restaurant_358,Delhi,9:00-22:00
359,Restaurant_359,Kolkata,9:00-21:00
360,Restaurant_360,Delhi,11:00-23:00
361,Restaurant_361,Pune,9:00-23:00
362,Restaurant_362,Ahmedabad,11:00-23:00
363,Restaurant_363,Mumbai,11:00-21:00
364,Restaurant_364,Lucknow,11:00-23:00
365,Restaurant_365,Hyderabad,9:00-22:00
366,Restaurant_366,Mumbai,9:00-21:00
367,Restaurant_367,Bangalore,11:00-22:00
368,Restaurant_368,Kolkata,11:00-23:00
369,Restaurant_369,Pune,10:00-23:00
370,Restaurant_370,Delhi,11:00-23:00
371,Restaurant_371,Chennai,10:00-22:00
372,Restaurant_372,Delhi,9:00-22:00
373,Restaurant_373,Lucknow,10:00-23:00
374,Restaurant_374,Kolkata,11:00-23:00
375,Restaurant_375,Chennai,10:00-22:00
376,Restaurant_376,Chennai,9:00-21:00
377,Restaurant_377,Delhi,10:00-23:00
378,Restaurant_378,Delhi,11:00-21:00
379,Restaurant_379,Chennai,9:00-22:00
380,Restaurant_380,Pune,10:00-23:00
381,Restaurant_381,Mumbai,10:00-22:00
382,Restaurant_382,Mumbai,9:00-21:00
383,Restaurant_383,Mumbai,9:00-21:00
384,Restaurant_384,Delhi,9:00-23:00
385,Restaurant_385,Lucknow,11:00-21:00
386,Restaurant_386,Kolkata,10:00-23:00
387,Restaurant_387,Jaipur,9:00-23:00
388,Restaurant_388,Hyderabad,11:00-22:00
389,Restaurant_389,Mumbai,9:00-21:00
390,Restaurant_390,Bangalore,11:00-21:00
391,Restaurant_391,Mumbai,11:00-22:00
392,Restaurant_392,Mumbai,9:00-22:00
393,Restaurant_393,Hyderabad,9:00-21:00
394,Restaurant_394,Ahmedabad,11:00-22:00
395,Restaurant_395,Bangalore,11:00-21:00
396,Restaurant_396,Chennai,10:00-21:00
397,Restaurant_397,Pune,9:00-22:00
398,Restaurant_398,Ahmedabad,11:00-21:00
399,Restaurant_399,Kolkata,10:00-22:00
400,Restaurant_400,Lucknow,9:00-23:00
401,Restaurant_401,Bangalore,11:00-23:00
402,Restaurant_402,Kolkata,9:00-23:00
403,Restaurant_403,Jaipur,10:00-21:00
404,Restaurant_404,Kolkata,10:00-22:00
405,Restaurant_405,Delhi,10:00-22:00
406,Restaurant_406,Hyderabad,11:00-23:00
407,Restaurant_407,Hyderabad,10:00-22:00
408,Restaurant_408,Bangalore,11:00-21:00
409,Restaurant_409,Jaipur,11:00-22:00
410,Restaurant_410,Delhi,10:00-22:00
411,Restaurant_411,Jaipur,9:00-21:00
412,Restaurant_412,Pune,9:00-22:00
413,Restaurant_413,Jaipur,10:00-23:00
414,Restaurant_414,Lucknow,9:00-22:00
415,Restaurant_415,Bangalore,9:00-23:00
416,Restaurant_416,Ahmedabad,9:00-23:00
417,Restaurant_417,Lucknow,11:00-23:00
418,Restaurant_418,Lucknow,11:00-23:00
419,Restaurant_419,Chennai,9:00-23:00
420,Restaurant_420,Pune,10:00-23:00
421,Restaurant_421,Pune,11:00-23:00
422,Restaurant_422,Jaipur,10:00-22:00
423,Restaurant_423,Bangalore,10:00-23:00
424,Restaurant_424,Mumbai,10:00-22:00
425,Restaurant_425,Delhi,10:00-22:00
426,Restaurant_426,Ahmedabad,11:00-21:00
427,Restaurant_427,Bangalore,10:00-22:00
428,Restaurant_428,Delhi,9:00-23:00
429,Restaurant_429,Kolkata,10:00-23:00
430,Restaurant_430,Jaipur,10:00-23:00
431,Restaurant_431,Hyderabad,11:00-21:00
432,Restaurant_432,Lucknow,10:00-21:00
433,Restaurant_433,Lucknow,9:00-21:00
434,Restaurant_434,Hyderabad,10:00-23:00
435,Restaurant_435,Kolkata,11:00-21:00
436,Restaurant_436,Jaipur,9:00-22:00
437,Restaurant_437,Ahmedabad,11:00-22:00
438,Restaurant_438,Pune,10:00-22:00
439,Restaurant_439,Chennai,9:00-21:00
440,Restaurant_440,Hyderabad,10:00-21:00
441,Restaurant_441,Lucknow,10:00-21:00
442,Restaurant_442,Ahmedabad,9:00-22:00
443,Restaurant_443,Hyderabad,9:00-22:00
444,Restaurant_444,Delhi,10:00-22:00
445,Restaurant_445,Jaipur,10:00-21:00
446,Restaurant_446,Bangalore,9:00-22:00
447,Restaurant_447,Mumbai,9:00-22:00
448,Restaurant_448,Pune,10:00-23:00
449,Restaurant_449,Pune,11:00-23:00
450,Restaurant_450,Delhi,9:00-23:00
451,Restaurant_451,Lucknow,10:00-23:00
452,Restaurant_452,Ahmedabad,11:00-23:00
453,Restaurant_453,Hyderabad,10:00-22:00
454,Restaurant_454,Delhi,11:00-23:00
455,Restaurant_455,Bangalore,9:00-23:00
456,Restaurant_456,Lucknow,11:00-23:00
457,Restaurant_457,Chennai,11:00-21:00
458,Restaurant_458,Hyderabad,9:00-21:00
459,Restaurant_459,Hyderabad,9:00-23:00
460,Restaurant_460,Kolkata,9:00-21:00
461,Restaurant_461,Chennai,10:00-23:00
462,Restaurant_462,Chennai,11:00-22:00
463,Restaurant_463,Jaipur,11:00-21:00
464,Restaurant_464,Kolkata,9:00-22:00
465,Restaurant_465,Ahmedabad,10:00-21:00
466,Restaurant_466,Jaipur,9:00-22:00
467,Restaurant_467,Kolkata,9:00-23:00
468,Restaurant_468,Bangalore,9:00-23:00
469,Restaurant_469,Jaipur,10:00-21:00
470,Restaurant_470,Kolkata,10:00-21:00
471,Restaurant_471,Lucknow,11:00-22:00
472,Restaurant_472,Kolkata,11:00-21:00
473,Restaurant_473,Ahmedabad,10:00-21:00
474,Restaurant_474,Mumbai,9:00-23:00
475,Restaurant_475,Chennai,10:00-21:00
476,Restaurant_476,Ahmedabad,11:00-21:00
477,Restaurant_477,Chennai,11:00-22:00
478,Restaurant_478,Ahmedabad,11:00-21:00
479,Restaurant_479,Jaipur,10:00-21:00
480,Restaurant_480,Lucknow,10:00-21:00
481,Restaurant_481,Ahmedabad,11:00-21:00
482,Restaurant_482,Kolkata,9:00-22:00
483,Restaurant_483,Mumbai,11:00-23:00
484,Restaurant_484,Lucknow,11:00-22:00
485,Restaurant_485,Hyderabad,10:00-21:00
486,Restaurant_486,Pune,10:00-21:00
487,Restaurant_487,Ahmedabad,11:00-23:00
488,Restaurant_488,Chennai,11:00-21:00
489,Restaurant_489,Jaipur,11:00-23:00
490,Restaurant_490,Bangalore,9:00-22:00
491,Restaurant_491,Jaipur,10:00-21:00
492,Restaurant_492,Kolkata,9:00-23:00
493,Restaurant_493,Delhi,9:00-23:00
494,Restaurant_494,Lucknow,10:00-23:00
495,Restaurant_495,Chennai,9:00-23:00
496,Restaurant_496,Hyderabad,9:00-21:00
497,Restaurant_497,Hyderabad,9:00-21:00
498,Restaurant_498,Mumbai,11:00-21:00
499,Restaurant_499,Ahmedabad,10:00-21:00
500,Restaurant_500,Bangalore,10:00-21:00
501,Restaurant_501,Bangalore,11:00-21:00
502,Restaurant_502,Delhi,9:00-22:00
503,Restaurant_503,Delhi,11:00-21:00
504,Restaurant_504,Delhi,9:00-23:00
505,Restaurant_505,Delhi,11:00-21:00
506,Restaurant_506,Hyderabad,10:00-21:00
507,Restaurant_507,Delhi,9:00-21:00
508,Restaurant_508,Delhi,9:00-23:00
509,Restaurant_509,Pune,11:00-23:00
510,Restaurant_510,Hyderabad,10:00-21:00
511,Restaurant_511,Pune,9:00-23:00
512,Restaurant_512,Lucknow,11:00-21:00
513,Restaurant_513,Kolkata,10:00-23:00
514,Restaurant_514,Jaipur,9:00-22:00
515,Restaurant_515,Bangalore,10:00-21:00
516,Restaurant_516,Jaipur,11:00-21:00
517,Restaurant_517,Ahmedabad,11:00-22:00
518,Restaurant_518,Mumbai,10:00-23:00
519,Restaurant_519,Kolkata,9:00-23:00
520,Restaurant_520,Jaipur,10:00-22:00
521,Restaurant_521,Mumbai,9:00-23:00
522,Restaurant_522,Pune,11:00-22:00
523,Restaurant_523,Jaipur,11:00-22:00
524,Restaurant_524,Ahmedabad,11:00-22:00
525,Restaurant_525,Lucknow,11:00-21:00
526,Restaurant_526,Lucknow,9:00-23:00
527,Restaurant_527,Kolkata,11:00-23:00
528,Restaurant_528,Lucknow,11:00-21:00
529,Restaurant_529,Ahmedabad,9:00-23:00
530,Restaurant_530,Lucknow,11:00-22:00
531,Restaurant_531,Lucknow,11:00-22:00
532,Restaurant_532,Ahmedabad,11:00-21:00
533,Restaurant_533,Delhi,11:00-23:00
534,Restaurant_534,Delhi,9:00-21:00
535,Restaurant_535,Lucknow,11:00-21:00
536,Restaurant_536,Ahmedabad,11:00-23:00
537,Restaurant_537,Pune,11:00-22:00
538,Restaurant_538,Hyderabad,9:00-21:00
539,Restaurant_539,Hyderabad,11:00-23:00
540,Restaurant_540,Chennai,11:00-21:00
541,Restaurant_541,Ahmedabad,11:00-21:00
542,Restaurant_542,Lucknow,10:00-21:00
543,Restaurant_543,Chennai,9:00-22:00
544,Restaurant_544,Lucknow,9:00-23:00
545,Restaurant_545,Kolkata,10:00-23:00
546,Restaurant_546,Hyderabad,11:00-23:00
547,Restaurant_547,Ahmedabad,9:00-21:00
548,Restaurant_548,Delhi,10:00-22:00
549,Restaurant_549,Chennai,9:00-23:00
550,Restaurant_550,Chennai,9:00-23:00
551,Restaurant_551,Kolkata,9:00-22:00
552,Restaurant_552,Mumbai,11:00-21:00
553,Restaurant_553,Lucknow,9:00-22:00
554,Restaurant_554,Mumbai,11:00-22:00
555,Restaurant_555,Mumbai,9:00-23:00
556,Restaurant_556,Pune,9:00-22:00
557,Restaurant_557,Lucknow,10:00-21:00
558,Restaurant_558,Lucknow,10:00-22:00
559,Restaurant_559,Bangalore,11:00-22:00
560,Restaurant_560,Hyderabad,10:00-21:00
561,Restaurant_561,Jaipur,9:00-23:00
562,Restaurant_562,Chennai,9:00-22:00
563,Restaurant_563,Ahmedabad,11:00-22:00
564,Restaurant_564,Chennai,9:00-22:00
565,Restaurant_565,Delhi,11:00-21:00
566,Restaurant_566,Delhi,11:00-22:00
567,Restaurant_567,Mumbai,11:00-21:00
568,Restaurant_568,Kolkata,9:00-23:00
569,Restaurant_569,Kolkata,10:00-22:00
570,Restaurant_570,Kolkata,10:00-21:00
571,Restaurant_571,Ahmedabad,11:00-23:00
572,Restaurant_572,Pune,10:00-23:00
573,Restaurant_573,Delhi,9:00-22:00
574,Restaurant_574,Ahmedabad,11:00-23:00
575,Restaurant_575,Bangalore,10:00-23:00
576,Restaurant_576,Jaipur,11:00-22:00
577,Restaurant_577,Hyderabad,11:00-22:00
578,Restaurant_578,Mumbai,11:00-21:00
579,Restaurant_579,Hyderabad,10:00-23:00
580,Restaurant_580,Chennai,11:00-21:00
581,Restaurant_581,Pune,10:00-21:00
582,Restaurant_582,Ahmedabad,9:00-23:00
583,Restaurant_583,Pune,11:00-23:00
